O*NET-SOC Code	Alternate Title	Short Title	Source(s)
17-3031.00	Survey Rodman	n/a	08
17-3031.00	Survey Technician	n/a	02,10
17-3031.00	Surveying Crew Rodman	n/a	08
17-3031.00	Surveying Crew Stake Runner	n/a	08
17-3031.00	Surveying Technician	n/a	04,08
17-3031.00	Surveyor	n/a	10
17-3031.00	Surveyor Chain Helper	n/a	08
17-3031.00	Surveyor Helper	n/a	08
17-3031.00	Surveyor Instrument Assistant	n/a	08
17-3031.00	Surveyor Rod Helper	n/a	08
17-3031.00	Tax Map Technician	n/a	02
17-3031.00	Technical Illustrations Map Inker	n/a	08
17-3031.00	Topographic Computator	n/a	08
17-3031.00	Topographical Drafter	n/a	08
17-3031.00	Topography Technician	n/a	04,08
17-3031.00	Transit Man	n/a	08
17-3031.00	Transit Survey Worker	n/a	08
17-3031.00	Transit Worker	n/a	08
17-3031.00	Utility Mapping Technician	n/a	08
19-1011.00	Animal Anatomist	n/a	04
19-1011.00	Animal Behaviorist	n/a	09
19-1011.00	Animal Biologist	n/a	09
19-1011.00	Animal Geneticist	n/a	04
19-1011.00	Animal Nutrition Consultant	n/a	02
19-1011.00	Animal Nutritionist	n/a	02,04
19-1011.00	Animal Scientist	n/a	02,04
19-1011.00	Bacteriologist	n/a	10
19-1011.00	Beef Cattle Nutritionist	n/a	02,04
19-1011.00	Beef Cattle Specialist	n/a	02
19-1011.00	Behaviorist	n/a	10
19-1011.00	Companion Animal Nutritionist	n/a	02
19-1011.00	Dairy Bacteriologist	n/a	06
19-1011.00	Dairy Nutrition Consultant	n/a	02
19-1011.00	Dairy Nutrition Specialist	n/a	10
19-1011.00	Dairy Research Nutritionist	n/a	02
19-1011.00	Dairy Scientist	n/a	04,06,08
19-1011.00	Nutrition Partner	n/a	10
19-1011.00	Nutrition Specialist	n/a	10
19-1011.00	Poultry Scientist	n/a	04,06,08
19-1011.00	Research Scientist	n/a	02
19-1011.00	Scientist	n/a	02
19-1011.00	Sericulturist	n/a	04,06
19-1011.00	Swine Extension Field Specialist	n/a	10
19-1011.00	Swine Genetics Researcher	n/a	02,04
19-1011.00	Swine Nutritionist	n/a	09
19-1011.00	Swine Specialist	n/a	10
19-1012.00	Dairy Bacteriologist	n/a	04,06
19-1012.00	Enologist	n/a	04,09,10
19-1012.00	Flavorist	n/a	10
19-1012.00	Food and Drug Research Scientist	n/a	02
19-1012.00	Food Chemist	n/a	02
19-1012.00	Food Engineer	n/a	02
19-1012.00	Food Preservation Scientist	n/a	04
19-1012.00	Food Processing Scientist	n/a	04
19-1012.00	Food Safety Auditor	n/a	10
19-1012.00	Food Safety Scientist	n/a	04
19-1012.00	Food Scientist	n/a	02,04,06,10
19-1012.00	Food Technologist	n/a	02,04,06,08,10
19-1012.00	Formulator	n/a	02
19-1012.00	Hybrid Corn Breeder	n/a	04
19-1012.00	Hybrid Technologist	n/a	10
19-1012.00	Product Development Scientist	n/a	02,10
19-1012.00	Quality Control Scientist (QC Scientist)	QC Scientist	10
19-1012.00	Quality Food Expert	n/a	10
19-1012.00	Research Chef	n/a	02
19-1012.00	Research Food Technologist	n/a	02
19-1012.00	Research Scientist	n/a	02
19-1012.00	Research Technician	n/a	10
19-1012.00	Scientist	n/a	02
19-1013.00	Agricultural Specialist	n/a	10
19-1013.00	Agriculturist	n/a	04,10
19-1013.00	Agronomist	n/a	02,03,04,06,08,10
19-1013.00	Apiculturist	n/a	06,08
19-1013.00	Arboreal Scientist	n/a	04
19-1013.00	Arboriculture Researcher	n/a	02
19-1013.00	Arboriculturist	n/a	06
19-1013.00	Arborist	n/a	04,06
19-1013.00	Botanist	n/a	08,10
19-1013.00	Corn Breeder	n/a	06
19-1013.00	Cotton Breeder	n/a	06
19-1013.00	Crop Nutrition Scientist	n/a	02,04,08
19-1013.00	Crop Protection Research Agronomist	n/a	10
19-1013.00	Entomologist	n/a	08
19-1013.00	Field Agronomist	n/a	10
19-1013.00	Field Research Agronomist	n/a	10
19-1013.00	Field Technology Development Agronomist	n/a	10
19-1013.00	Floriculturist	n/a	04,06
19-1013.00	Forage Physiologist	n/a	02
19-1013.00	Growth Specialist	n/a	10
19-1013.00	Horticultural Specialist	n/a	10
19-1013.00	Horticulture Specialist	n/a	02,10
19-1013.00	Horticulturist	n/a	04,06,08
19-1013.00	Hybrid Corn Breeder	n/a	06
19-1013.00	Microbiology Soil Scientist	n/a	02,08
19-1013.00	Plant Anatomist	n/a	04,06
19-1013.00	Plant Breeder	n/a	04,06,08,10
19-1013.00	Plant Breeder Scientist	n/a	04
19-1013.00	Plant Pathologist	n/a	04,06,08
19-1013.00	Plant Physiologist	n/a	02,04,06
19-1013.00	Plant Research Geneticist	n/a	02
19-1013.00	Plant Scientist	n/a	04
19-1013.00	Pomologist	n/a	04,06
19-1013.00	Precision Agronomist	n/a	10
19-1013.00	Research Agronomist	n/a	10
19-1013.00	Research Scientist	n/a	02
19-1013.00	Research Soil Scientist	n/a	02,08
19-1013.00	Scientist	n/a	02
19-1013.00	Scientist Propagator	n/a	04,06
19-1013.00	Soil Expert	n/a	04,06
19-1013.00	Soil Fertility Extension Specialist	n/a	02,04,08
19-1013.00	Soil Specialist	n/a	04,06
19-1013.00	Soil Technician (Soil Tech)	Soil Tech	10
19-1013.00	Technical Agronomist	n/a	10
19-1013.00	Viticulturist	n/a	04,06
19-1013.00	Wholesale Agronomist	n/a	10
19-1021.00	Analytical Research Chemist	n/a	02
19-1021.00	Biochemist	n/a	02,04,10
19-1021.00	Biochemistry Scientist	n/a	10
19-1021.00	Biological Chemist	n/a	04,06
19-1021.00	Biophysicist	n/a	04
19-1021.00	Biophysics Researcher	n/a	02
19-1021.00	Clinical Biochemist	n/a	04,06
19-1021.00	Clinical Laboratory Scientist	n/a	09
19-1021.00	Clinical Researcher	n/a	09
19-1021.00	Forensic Toxicologist	n/a	10
19-1021.00	Formulation Scientist	n/a	10
19-1021.00	Pharmaceutical Scientist	n/a	09
19-1021.00	Physical Biochemist	n/a	04,06
19-1021.00	Protein Biochemist	n/a	10
19-1021.00	Protein Biochemistry Scientist	n/a	10
19-1021.00	R&D Scientist (Research and Development Scientist)	R&D Scientist	03
19-1021.00	Research Biochemist	n/a	10
19-1021.00	Scientist	n/a	02
19-1021.00	Toxicologist	n/a	08,10
19-1022.00	Bacteriologist	n/a	02,04,06
19-1022.00	Clinical Laboratory Scientist (Clinical Lab Scientist)	Clinical Lab Scientist	02
19-1022.00	Clinical Microbiologist	n/a	02,04
19-1022.00	Cytologist	n/a	04,06
19-1022.00	Electron Microscopist	n/a	04,06
19-1022.00	Medical Microbiologist	n/a	04,06
19-1022.00	Medical Technologist	n/a	02
19-1022.00	Microbiological Analyst	n/a	02,04
19-1022.00	Microbiologist	n/a	02,10
19-1022.00	Microbiology Analyst	n/a	08,10
19-1022.00	Microbiology Scientist	n/a	10
19-1022.00	Microbiology Specialist	n/a	10
19-1022.00	Microscopist	n/a	04,06
19-1022.00	Pharmaceutical Microbiologist	n/a	10
19-1022.00	Public Health Microbiologist	n/a	02,04,06
19-1022.00	Quality Control Microbiologist (QC Microbiologist)	QC Microbiologist	02,04,10
19-1022.00	Quality Control Microbiology Analyst (QC Microbiology Analyst)	QC Microbiology Analyst	10
19-1022.00	Research Microbiologist	n/a	02,10
19-1022.00	Research Specialist	n/a	02
19-1022.00	Virologist	n/a	04,06
19-1023.00	Animal Behaviorist	n/a	09
19-1023.00	Animal Biologist	n/a	09
19-1023.00	Aquatic Biologist	n/a	02,04,06
19-1023.00	Behaviorist	n/a	10
19-1023.00	Conservation Biologist	n/a	02
19-1023.00	Cryptozoologist	n/a	09
19-1023.00	Dolphin Researcher	n/a	09
19-1023.00	Entomologist	n/a	04,06
19-1023.00	Ethologist	n/a	09
19-1023.00	Field Naturalist	n/a	04,06
19-1023.00	Fish and Wildlife Biologist	n/a	02,10
19-1023.00	Fish Biologist	n/a	02,10
19-1023.00	Fish Conservationist	n/a	06
19-1023.00	Fish Culturist	n/a	04,06
19-1023.00	Fish Technologist	n/a	06
19-1023.00	Fisheries and Wildlife Biological Scientist	n/a	02
19-1023.00	Fisheries Biologist	n/a	02,10
19-1023.00	Fisheries Management Biologist	n/a	02
19-1023.00	Fishery Biologist	n/a	02,04,06
19-1023.00	Forest Wildlife Biologist	n/a	02
19-1023.00	Habitat Biologist	n/a	02
19-1023.00	Herpetologist	n/a	04,06
19-1023.00	Ichthyologist	n/a	04,06
19-1023.00	Lepidopterist	n/a	04,09
19-1023.00	Limnologist	n/a	04,06
19-1023.00	Mammalogist	n/a	04,06
19-1023.00	Marine Biologist	n/a	02,04,06
19-1023.00	Marine Scientist	n/a	09
19-1023.00	Migratory Game Bird Biologist	n/a	02,04
19-1023.00	Naturalist	n/a	04,06,10
19-1023.00	Nematologist	n/a	04,06
19-1023.00	Ornithologist	n/a	04,06
19-1023.00	Protozoologist	n/a	04,06
19-1023.00	Research Scientist	n/a	02
19-1023.00	Shark Biologist	n/a	08
19-1023.00	Wetland Ecologist	n/a	10
19-1023.00	Wetland Scientist	n/a	10
19-1023.00	Wildlife Biologist	n/a	02,04,10
19-1023.00	Wildlife Conservationist	n/a	09
19-1023.00	Wildlife Refuge Specialist	n/a	02
19-1023.00	Wildlife Specialist	n/a	10
19-1023.00	Wildlife Technician (Wildlife Tech)	Wildlife Tech	01
19-1023.00	Zoologist	n/a	02
19-1029.00	Algologist	n/a	04,06
19-1029.00	Astrobiologist	n/a	09
19-1029.00	Bioanalyst	n/a	04,06
19-1029.00	Bioassayist	n/a	04,06
19-1029.00	Biologist	n/a	04,06
19-1029.00	Biomedical Scientist	n/a	09
19-1029.00	Botanist	n/a	04,06
19-1029.00	Bryologist	n/a	04,06
19-1029.00	Collector of Aquarium Specimens	n/a	04,06
19-1029.00	Embryologist	n/a	04,06
19-1029.00	Etiologist	n/a	04,06
19-1029.00	Morphologist	n/a	04,06
19-1029.00	Mycologist	n/a	06
19-1029.00	Olericulturist	n/a	04,06
19-1029.00	Osteologist	n/a	04,06
19-1029.00	Paleobotanist	n/a	04,06
19-1029.00	Physiologist	n/a	06
19-1029.00	Phytopathologist	n/a	04,06
19-1029.00	Plant Etiologist	n/a	04
19-1029.00	Plant Taxonomist	n/a	04,06
19-1029.00	Taxonomist	n/a	04,06
19-1029.01	Bioinformatician	n/a	08
19-1029.01	Bioinformaticist	n/a	02,08
19-1029.01	Bioinformatics Analyst	n/a	08,10
19-1029.01	Bioinformatics Associate	n/a	08
19-1029.01	Bioinformatics Computer Scientist	n/a	08
19-1029.01	Bioinformatics Consultant	n/a	10
19-1029.01	Bioinformatics Data Analyst	n/a	10
19-1029.01	Bioinformatics Developer	n/a	10
19-1029.01	Bioinformatics Engineer	n/a	08
19-1029.01	Bioinformatics Research Specialist	n/a	10
19-1029.01	Bioinformatics Scientist	n/a	02,08
19-1029.01	Bioinformatics Specialist	n/a	08,10
19-1029.01	Bioinformatics Support Specialist	n/a	08
19-1029.01	Computational Biologist	n/a	08
19-1029.01	Data Analyst	n/a	10
19-1029.01	Drug Discovery Informatics Specialist	n/a	08
19-1029.01	Genetics Bioinformatics Analyst	n/a	10
19-1029.01	Genomics Specialist	n/a	10
19-1029.01	Laboratory Bioinformatics Analyst	n/a	10
19-1029.01	Microarray Analyst	n/a	08
19-1029.01	Microarray Specialist	n/a	08
19-1029.01	Molecular Modeler	n/a	08,10
19-1029.01	Oncology Bioinformatics Analyst	n/a	10
19-1029.01	Programmer Analyst	n/a	10
19-1029.01	Research Associate	n/a	02
19-1029.01	Research Scientist	n/a	02,08
19-1029.01	Scientific Database Curator	n/a	02
19-1029.01	Scientist	n/a	02
19-1029.01	Statistical Genetic Analyst	n/a	10
19-1029.01	Systems Analyst	n/a	10
19-1029.02	Biologist	n/a	10
19-1029.02	Biology Researcher	n/a	10
19-1029.02	Cell Biologist	n/a	08
19-1029.02	Cell Biology Scientist	n/a	10
19-1029.02	Cellular Biologist	n/a	08
19-1029.02	DNA Sequencing Associate	n/a	10
19-1029.02	Molecular Biologist	n/a	02,08
19-1029.02	Molecular Biology Researcher	n/a	10
19-1029.02	Molecular Biology Scientist	n/a	10
19-1029.02	Molecular Biology Specialist	n/a	10
19-1029.02	Molecular Research Biologist	n/a	10
19-1029.02	Molecular Research Scientist	n/a	10
19-1029.02	Purification Scientist	n/a	10
19-1029.02	Research Scientist	n/a	02
19-1029.02	Research Technician	n/a	10
19-1029.02	Structural Biologist	n/a	08
19-1029.02	Structural Biology Research Laboratory Specialist	n/a	10
19-1029.02	Synthetic Biology Researcher	n/a	10
19-1029.03	Academic Pediatric Geneticist	n/a	10
19-1029.03	Behavioral Geneticist	n/a	08
19-1029.03	Cardiovascular Geneticist	n/a	02
19-1029.03	Clinical Biochemical Geneticist	n/a	10
19-1029.03	Clinical Cytogeneticist	n/a	08
19-1029.03	Clinical Geneticist	n/a	08,10
19-1029.03	Clinical Molecular Geneticist	n/a	08
19-1029.03	Computational Geneticist	n/a	08,10
19-1029.03	Crop Quantitative Geneticist	n/a	10
19-1029.03	Genetic Scientist	n/a	08
19-1029.03	Geneticist	n/a	08,10
19-1029.03	Genomics Scientist	n/a	08
19-1029.03	Laboratory Geneticist (Lab Geneticist)	Lab Geneticist	08
19-1029.03	Medical Geneticist	n/a	02,08,10
19-1029.03	Molecular Geneticist	n/a	08,10
19-1029.03	Pediatric Clinical Geneticist	n/a	10
19-1029.03	Pediatric Geneticist	n/a	10
19-1029.03	Pediatric Medical Geneticist	n/a	10
19-1029.03	Pharmacogeneticist	n/a	08
19-1029.03	Plants Geneticist	n/a	10
19-1029.03	Population Geneticist	n/a	08
19-1029.03	Proteomics Scientist	n/a	08
19-1029.03	Research Geneticist	n/a	08,10
19-1029.03	Research Scientist	n/a	02
19-1029.03	Scientist	n/a	02
19-1029.03	Statistical Geneticist	n/a	08,10
19-1029.03	Swine Genetics Researcher	n/a	08
19-1029.04	Aquatic Biologist	n/a	02,08
19-1029.04	Aquatic Scientist	n/a	02
19-1029.04	Bioanalytical Scientist	n/a	10
19-1029.04	Biological Scientist	n/a	02,10
19-1029.04	Biologist	n/a	02,10
19-1029.04	Biology Scientist	n/a	10
19-1029.04	Botanist	n/a	02
19-1029.04	Cell Biologist	n/a	10
19-1029.04	Clinical Laboratory Scientist	n/a	09
19-1029.04	Clinical Researcher	n/a	09
19-1029.04	Computational Biologist	n/a	10
19-1029.04	Dolphin Researcher	n/a	09
19-1029.04	Endangered Species Specialist	n/a	01
19-1029.04	Entomologist	n/a	10
19-1029.04	Field Biologist	n/a	10
19-1029.04	Horticulturist	n/a	02
19-1029.04	Marine Biologist	n/a	02
19-1029.04	Marine Scientist	n/a	09
19-1029.04	Molecular Biology Scientist	n/a	10
19-1029.04	Mycologist	n/a	08
19-1029.04	Nematologist	n/a	08
19-1029.04	Neurobiologist	n/a	09
19-1029.04	Neurophysiologist	n/a	09
19-1029.04	Ocean Biologist	n/a	09
19-1029.04	Physiologist	n/a	08
19-1029.04	Rare Species Specialist	n/a	01
19-1029.04	Research Biologist	n/a	02
19-1029.04	Research Scientist	n/a	02,10
19-1029.04	Scientist	n/a	02,10
19-1031.00	Agriculture Consultant	n/a	08
19-1031.00	Aquatic Ecologist	n/a	08
19-1031.00	Aquatic Habitat Restoration Technician	n/a	08
19-1031.00	Botany Technician	n/a	08
19-1031.00	Conservation Agent	n/a	08
19-1031.00	Conservation Engineer	n/a	08
19-1031.00	Conservation Policy Analyst	n/a	08
19-1031.00	Conservation Science Officer	n/a	04,08
19-1031.00	Conservation Specialist	n/a	08
19-1031.00	Conservationist	n/a	02
19-1031.00	Department of Natural Resources Officer (DNR Officer)	DNR Officer	08
19-1031.00	District Conservationist	n/a	10
19-1031.00	Ecologist Technician	n/a	08
19-1031.00	Environmental Analyst	n/a	02
19-1031.00	Environmental Consultant	n/a	08
19-1031.00	Environmental Planner	n/a	08
19-1031.00	Environmental Quality Scientist	n/a	02
19-1031.00	Environmental Specialist	n/a	08
19-1031.00	Erosion and Sediment Control Professional	n/a	08
19-1031.00	Erosion Control Coordinator	n/a	08
19-1031.00	Erosion Control Design and Installation Contractor	n/a	08
19-1031.00	Erosion Control Specialist	n/a	02
19-1031.00	Farm Planner	n/a	08
19-1031.00	Field Agronomist	n/a	08
19-1031.00	Grassland Conservationist	n/a	04,08
19-1031.00	Interdisciplinary Environmental Engineer	n/a	10
19-1031.00	Land Reclamation Specialist	n/a	02,04
19-1031.00	Land Resource Specialist	n/a	02,04
19-1031.00	Land Use Planner	n/a	08
19-1031.00	Natural Resources Scientist	n/a	10
19-1031.00	Natural Resources Specialist	n/a	08,10
19-1031.00	Physical Scientist	n/a	10
19-1031.00	Range Conservationist	n/a	04,08
19-1031.00	Range Ecologist	n/a	04,08
19-1031.00	Range Scientist	n/a	04,08
19-1031.00	Research Soil Scientist	n/a	02,08
19-1031.00	Resource Conservation Specialist	n/a	02
19-1031.00	Resource Conservationist	n/a	02,04
19-1031.00	Resource Physical Scientist	n/a	08
19-1031.00	Resource Physical Specialist	n/a	08
19-1031.00	Resource Scientist	n/a	08
19-1031.00	Resources Conservation Commissioner	n/a	08
19-1031.00	Restoration Ecologist	n/a	08
19-1031.00	Soil Conservation Technician	n/a	08
19-1031.00	Soil Conservationist	n/a	02,04,10
19-1031.00	Soil Surveyor	n/a	08
19-1031.00	Terrestrial Ecologist	n/a	08
19-1031.00	Terrestrial Habitat Restoration Technician	n/a	08
19-1031.00	Water Conservation Specialist	n/a	08
19-1031.00	Water Conservationist	n/a	04,08
19-1031.00	Wetland Scientist	n/a	02,08
19-1031.00	Wetland Specialist	n/a	10
19-1031.00	Wetlands Technician	n/a	08
19-1031.02	Conservationist	n/a	02
19-1031.02	Forestry and Wildlife Manager	n/a	08
19-1031.02	Land Management Supervisor	n/a	02
19-1031.02	Natural Resource Management Specialist	n/a	10
19-1031.02	Natural Resource Manager	n/a	02
19-1031.02	Natural Resource Officer	n/a	10
19-1031.02	Natural Resource Specialist	n/a	02
19-1031.02	Natural Resources Officer	n/a	10
19-1031.02	Natural Resources Specialist	n/a	10
19-1031.02	Preservationist	n/a	10
19-1031.02	Range Conservationist	n/a	06
19-1031.02	Range Management Specialist	n/a	02,10
19-1031.02	Range Officer	n/a	10
19-1031.02	Range Scientist	n/a	04,06
19-1031.02	Range Technician	n/a	01,02,10
19-1031.02	Rangeland Management Specialist	n/a	02,10
19-1031.02	Rangeland Technician	n/a	02
19-1031.02	Refuge Manager	n/a	02,06
19-1031.02	Resource Manager	n/a	02
19-1031.02	Resource Specialist	n/a	10
19-1031.02	Resources Management Specialist	n/a	10
19-1031.02	Territory Manager	n/a	08
19-1031.02	Wildlife Conservationist	n/a	09
19-1031.02	Wildlife Refuge Manager	n/a	02,10
19-1031.02	Wildlife Refuge Specialist	n/a	02,10
19-1031.03	Environmental Education Specialist	n/a	02
19-1031.03	Environmental Educator	n/a	02,09
19-1031.03	Interpretation Park Ranger	n/a	10
19-1031.03	Interpretive Naturalist	n/a	02
19-1031.03	National Park Ranger	n/a	08
19-1031.03	Natural Resource Educator	n/a	02
19-1031.03	Naturalist	n/a	02,10
19-1031.03	Park Activities Coordinator	n/a	02
19-1031.03	Park Guide	n/a	02,10
19-1031.03	Park Interpretive Ranger	n/a	10
19-1031.03	Park Interpretive Specialist	n/a	02
19-1031.03	Park Naturalist	n/a	02,04,06,08
19-1031.03	Park Protection Ranger	n/a	10
19-1031.03	Park Ranger	n/a	02,10
19-1031.03	Park Specialist	n/a	10
19-1031.03	Park Worker	n/a	10
19-1031.03	Program Production Specialist	n/a	02
19-1031.03	Ranger	n/a	02,10
19-1032.00	Area Forester	n/a	02,10
19-1032.00	Consulting Utility Forester	n/a	10
19-1032.00	Debris Monitor	n/a	10
19-1032.00	District Forester	n/a	02
19-1032.00	Environmental Protection Forester	n/a	02,04
19-1032.00	Extension Forester	n/a	04,06
19-1032.00	Fire Prevention Forester	n/a	02
19-1032.00	Forest Ecologist	n/a	04
19-1032.00	Forest Examiner	n/a	06
19-1032.00	Forest Manager	n/a	04,06
19-1032.00	Forest Pathologist	n/a	06
19-1032.00	Forest Practices Field Coordinator	n/a	02
19-1032.00	Forest Supervisor	n/a	06
19-1032.00	Forester	n/a	02,10
19-1032.00	Forestry Consultant	n/a	06
19-1032.00	Forestry Scientist	n/a	04,06
19-1032.00	Forestry Specialist	n/a	10
19-1032.00	Forestry Supervisor	n/a	08
19-1032.00	Land Management Forester	n/a	04
19-1032.00	Natural Resources Specialist	n/a	10
19-1032.00	Operations Forester	n/a	04
19-1032.00	Procurement Forester	n/a	02
19-1032.00	Resource Forester	n/a	02,04
19-1032.00	Service Forester	n/a	02,04
19-1032.00	Silviculture Forester	n/a	10
19-1032.00	Silviculturist	n/a	02,06,08
19-1032.00	Timber Management Assistant (TMA)	TMA	02
19-1032.00	Timber Management Specialist	n/a	04,06
19-1032.00	Timber Marker	n/a	02
19-1032.00	Timber Sales Administrator (Timber Sales Admin)	Timber Sales Admin	02
19-1032.00	Transmission Forester	n/a	10
19-1032.00	Urban Forester	n/a	02,04,10
19-1032.00	Utility Forester	n/a	10
19-1041.00	Chronic Disease Epidemiologist	n/a	02
19-1041.00	Clinical Epidemiologist	n/a	02,04
